,recession_indicator,unemployment_rate,housing_starts,consumer_sentiment,industrial_production,jobless_claims,yield_spread,credit_spread,sp500
1989-04-01,0.0,-0.026786630116429677,-77.15791054767647,-1.4958613816977646,0.17363808183097973,-8157.048211363726,-0.3781076771177612,-0.25895921643892517,2.815360893770105
1989-05-01,0.0,-0.024441273403081887,-72.92942324043293,-1.9905881297035535,-0.2135574783488181,1208.6093149844091,-0.23308477059782368,-0.08894309569314585,10.215844382281091
1989-06-01,0.0,0.0728159897920353,5.9650041892243735,-1.730686117307556,-0.24568615525741677,6057.08877346752,-0.18333935595988216,0.06499053881589867,4.27241745667402
1989-07-01,0.0,-0.03510471613421462,49.5583963383358,0.08545619596637266,-0.8637121798030662,10714.27392987127,0.1574685851652485,0.1635135853544223,29.096999125841364
1989-08-01,0.0,-0.048338776778592774,-31.11995032367713,-1.8394679705823762,-0.28224622904698293,-597.7371305020642,-0.06838025479924995,0.06814467488053721,31.3690285674528
1989-09-01,0.0,0.03300036270972573,-69.07171332510416,4.897181192223144,-0.49015915993803816,-3563.542743556318,-0.1322806763947384,0.020387198883245583,26.179568905036774
1989-10-01,0.0,0.008829468917051386,77.72087977471756,3.5991931610414554,-0.5842454255319325,18982.632340511307,-0.019147701283678032,0.09200442408004195,14.720225324345165
1989-11-01,0.0,0.07904468320300495,35.31877123727986,1.2672966742860297,-0.3843931294093892,-12441.209414281708,0.01416769075384397,0.2223338317108594,17.896190731736397
1989-12-01,0.0,0.04353662850912876,-47.26567222578569,1.5999709746445916,-0.05052522176019636,871.0703108692542,-0.02920456864957849,0.2573955658820488,23.05343958219396
1990-01-01,0.0,0.002146524849966802,270.95784186512947,4.894903244383499,-0.36492440706825136,1333.3855906527606,0.0024280259033557655,0.0031184311027623313,-3.3432339056935234
1990-02-01,0.0,-0.14531161815275606,176.00914703477542,2.248780683909928,0.19955818844618278,-6940.893919186899,-0.054020759815848765,-0.07581986591043521,-2.473387760732294
1990-03-01,0.0,-0.2990251324553439,47.73872815673576,4.955231179103308,0.5189995163172298,-25689.231928899593,-0.23920395438031192,-0.14124846607057862,3.7353874391498607
1990-04-01,0.0,-0.15909053025276165,26.88706438769782,8.50647712791563,0.3700518042112293,-14994.754090035742,-0.19043836269107167,-0.2571463204138136,-7.182839491233722
1990-05-01,0.0,-0.22541743303218453,11.16479817925142,6.191643908811898,0.5812429050968078,-27474.53028419026,-0.193170849720398,-0.13477047015662413,21.493668087186904
1990-06-01,0.0,-0.49781603069938374,-3.734232432256249,4.894540352052232,0.8212693895649466,-26386.258671651827,-0.24295914937798288,-0.06314296346464299,16.52101279714799
1990-07-01,0.0,-0.2759556272644801,9.876832590659433,5.795105510453681,0.7451645513909213,-27870.465831281617,-0.1258722984244776,-0.09554793730597666,12.832018748128348
1990-08-01,1.0,-0.15919439171840466,-27.312812819246346,-5.029780650886636,1.0032483909815824,-16651.18693027104,0.17848335718040775,-0.1766778339182471,-22.69091568104767
1990-09-01,1.0,-0.0467180207850495,-14.620147749587659,-7.706860107815686,1.051075180899133,-12785.038094666903,0.22447986131834707,-0.10980332670476756,-41.313396254132385
1990-10-01,1.0,-0.13761271469347935,-94.34508077996543,-15.759731223273569,0.7284721634614257,12831.771541315538,0.1731898943469794,0.1552954746508528,-45.70679930515581
1990-11-01,1.0,0.06906452509023353,51.22161710236219,-12.907175572633022,-0.022490341001727643,29061.02349227015,0.04294669557715336,0.3449941332216291,-30.08674865486398
1990-12-01,1.0,0.07434270504669804,-112.15185941437562,-12.75812489925221,-0.4344973072626672,32506.479415577604,-0.07354814273433408,0.4652009631016598,-24.94025864982774
1991-01-01,1.0,0.07920766632834209,-272.7293291526387,-10.913443961756414,-0.5990196536306271,13003.73782893573,0.047410660857214015,0.4540843918433035,-14.315556508552504
1991-02-01,1.0,0.18459878589693712,-97.70451602275284,-6.866023690708886,-1.0245567375978055,53618.08070040756,-0.01918891643019971,0.30110241081940137,5.544757274612493
1991-03-01,1.0,0.29140593592280517,-136.10068810432244,10.79806588580324,-1.3589335293728269,65256.662661913666,-0.0877531906957425,0.06112093798119922,10.266953744542093
1991-04-01,0.0,0.1004036143350806,-52.880048154438555,5.197046004499512,-1.1979346512033544,31643.127044936584,-0.09187516348028213,-0.0206809306728184,6.8539043907833275
1991-05-01,0.0,0.21218419035293667,-56.919736000127614,1.9423891109208427,-0.6404953918812382,9810.331766794843,0.013401655124670286,-0.13214589508242347,17.742035780620768
1991-06-01,0.0,0.1272772809365943,-18.063841438319514,5.942319496855333,-0.17170233104130972,-9528.642209596,-0.029923177062206374,-0.2539649736248566,-4.566471367108193
1991-07-01,0.0,-0.05392011207269576,5.8791205690565675,6.903847460896813,-0.03894173869845474,-20216.845378674392,-0.08894938734759483,-0.3142011389474766,8.429393106961413
1991-08-01,0.0,-0.031090535134271846,-12.888075039029445,6.130269351953501,-0.09249257091067875,-6641.372833497939,-0.061394364688878156,-0.19503136286185474,12.403567869689653
1991-09-01,0.0,-0.10388283463742365,-53.16632777396376,7.220566614270567,0.3315905548507061,-12976.684138762765,-0.14160172285816652,-0.08093624146771905,1.2146951410727524
1991-10-01,0.0,-0.07192642538698202,3.2515178997668954,2.5698892737481884,0.2197108289712446,-13443.088001143828,-0.07396761324054668,0.013270978282444945,2.223705194391812
1991-11-01,0.0,-0.134785795416132,18.605846472534267,-6.631125497847364,0.03146419773965903,10997.217300270568,0.09434863921453118,0.08030610348659017,-18.539339524113757
1991-12-01,0.0,0.10801952125780812,-14.864989763977292,-7.5934467095459155,-0.37209071182344644,24640.43541639269,0.22822505346490152,0.20798441630480258,19.854349582846282
1992-01-01,0.0,0.057054231739657624,72.06573282787213,-8.423898916941098,-0.8090149378210043,9675.896737322328,0.17436413921550775,0.12897428851208592,8.145105475155106
1992-02-01,0.0,0.11281553093345753,135.63402850432317,-7.3245607714331555,-0.49973696166106407,16127.53138102364,0.16643102867077153,-0.08666140532594024,8.750854585612728
1992-03-01,0.0,0.07576495484841406,172.03087043859932,-0.39224598759919616,-0.10707963041551949,7113.222030000237,-0.15519652409871632,-0.2756093446639716,-3.485605185699569
1992-04-01,0.0,0.046293529786904486,-36.637539463890334,0.4808095704658797,0.22244654444482137,-59.228340357134584,0.07730591050383406,-0.26085884667201853,4.633131681480847
1992-05-01,0.0,0.22474492895452425,67.62748140823874,2.102615192409374,0.27719797621816866,3513.537481573352,0.06836203832610499,-0.2598960316908392,1.9765710856573833
1992-06-01,0.0,0.41143389210074943,-12.15248587146425,2.8808796618970405,0.150392049112412,9584.913725126069,0.08382503439423372,-0.21928526831278328,-8.208610863998842
1992-07-01,0.0,0.3065346933944628,-28.99812740533025,-1.3780023719006067,0.5666728986003022,38556.09865870944,0.3355616245166808,-0.02153238621428777,4.962949680457882
1992-08-01,0.0,0.20996446082198084,47.07746600797964,-2.3694368096017087,0.040290665123912106,8172.299979653908,0.22388830835757734,0.04579903302609889,-8.038144408658582
1992-09-01,0.0,0.22144873818624955,-3.9206726005672863,-3.3879683003419956,0.07464131856366407,23254.627823628078,0.34493566908953843,0.17369782661017297,-7.014503186568959
1992-10-01,0.0,-0.05941815849779797,42.983066383741516,-6.226660595251161,0.3250956471342903,-10630.915361186548,0.3314908964889942,0.218492172712057,-8.803629860426042
1992-11-01,0.0,0.06681968132340366,1.7667429959933543,5.223540034728785,0.38537778822646374,-20932.8612689983,0.12842452468022802,0.04960173393270795,1.2813149232025012
1992-12-01,0.0,0.09965530455247773,3.3815528547854683,10.375578981527866,0.3080086944513738,-39093.09727191483,-0.05178282357393549,0.004959649441486302,3.152643489537013
1993-01-01,0.0,0.03853999579122025,-25.22241263565752,8.13913692455435,0.36576845730252217,-27640.427703750844,0.08611040305523066,0.03300576523017584,3.8419540118923123
1993-02-01,0.0,-0.11713724492391542,-37.097175541645356,4.917409806353078,0.4838446628393882,-30429.223712526204,0.06753988821769008,0.10638279697878428,6.178801019214916
1993-03-01,0.0,-0.1680115050538511,-176.27899392159088,3.7085066088910423,0.22999629183566128,-13446.581178945722,-0.030335927611582658,0.15001364308088005,12.330364674662803
1993-04-01,0.0,-0.01464466128143016,-13.780940099192776,2.9074629330062294,0.2058799221507286,-5810.577718894114,0.11841678096531627,0.16158040339090718,-1.1600622440089978
1993-05-01,0.0,0.04250641690116552,-24.50591202694818,-2.8930034370938387,-0.24799161603843345,-13430.886835018988,0.0924395320023681,0.18333901213166626,6.953159053267541
1993-06-01,0.0,0.0029940129150540784,-17.348194569792668,-2.201991881534866,-0.3164341675061735,-11113.550418893632,-0.11526306627777005,0.12897459497678487,5.52634722944731
1993-07-01,0.0,-0.03365615632921326,-56.18675639764547,-7.2267936532943935,-0.36350858226681737,-256.21605781966355,-0.12574135709624956,0.1705054603389915,1.4715032992486385
1993-08-01,0.0,-0.0679202451791534,-22.889723558818105,-7.473323760423895,-0.6724779389799949,-7599.585370086483,-0.12449312477727759,-0.017377445737597474,15.347137689277872
1993-09-01,0.0,-0.10025337288456981,7.7098946211262955,-7.442980464941485,-0.5666781234414202,-7484.199838947621,-0.22739860425791592,0.0725228109909768,9.250880199079575
1993-10-01,0.0,0.0689317914579668,44.79339489384802,-3.2324912015150744,-0.3354247227349276,5104.148793199332,-0.21824939976141766,0.09786857112680636,16.75074913589225
1993-11-01,0.0,-0.060714762890058616,17.53725532686917,-5.3339315420219435,-0.2908791501171919,-2215.6535911435494,-0.04517334636172832,0.08320974894801214,9.34901396581472
1993-12-01,0.0,-0.08958612903682273,164.0899581159033,1.0626432486615158,-0.1632931783932321,-19027.91120247013,0.013591373495302372,0.0875978614385311,12.6473992531416
1994-01-01,0.0,0.08196254663630498,-106.41097532791514,6.570511612872707,-0.24313678089922064,18084.45653222018,0.12891922628971675,0.10530081775760758,26.401820608126627
1994-02-01,0.0,0.1536321090785977,-49.93057981727429,4.902287840918589,-0.4818778727348558,8050.4226304294425,0.08503264322326554,0.028512639645103866,10.43038789344348
1994-03-01,0.0,0.12507217664768078,169.63261669471785,2.666479653348077,-0.08363240851171838,-4262.342675672902,0.14190258437215775,-0.08535835183403973,-12.605487920020437
1994-04-01,0.0,0.09583634763300708,64.41129286733894,3.268530840809518,0.02828483082905109,4208.799331938673,0.1460156183111485,-0.15241531110099227,-9.370708554983253
1994-05-01,0.0,-0.13459994978637102,120.43210697443374,3.012218644167959,0.05081133460166143,19229.15133546217,0.007539756351129245,-0.2353119446640164,-5.99245111280635
1994-06-01,0.0,-0.06682118514867152,-0.318539768195933,0.999277472512901,0.21996691410102187,61.385517512972,0.030770993803124647,-0.10455057099848508,-20.801966421926295
1994-07-01,0.0,-0.001327703023501492,27.070483788392266,-1.5704409017187686,0.020139623537943407,1906.1558411217993,0.09629417361736325,-0.12316736523922023,-9.816731952662394
1994-08-01,0.0,-0.038578084739747,36.51050788049611,0.8022907454895432,0.19078003780188624,-4585.922096629103,0.05304975704184711,-0.10585152547807364,3.938664969695367
1994-09-01,0.0,-0.07903008181190163,59.8959436920461,0.3176811637180208,0.12052614451764043,-11315.424046058033,0.12313541277041551,-0.07215428770785826,-12.824094466031568
1994-10-01,0.0,-0.1231173344514973,36.09838333954713,1.2754376708309962,0.39419669378634126,-9080.059556172753,0.1352419473946156,-0.11963705294645965,-7.715859096003101
1994-11-01,0.0,-0.27122408906892836,97.9519839746979,-0.024930966034574453,0.5919351068688741,-15570.466035952093,-0.01572797225120881,-0.21301488354591736,-31.489487111400024
1994-12-01,0.0,-0.3236576437405576,43.26834125961,3.3152868717140933,1.0360384320925675,-21621.60585715226,-0.544022458137828,-0.27473552211633057,-31.63297400826508
1995-01-01,0.0,-0.18055578148707951,-3.202169133588768,5.694818384523572,0.8867337583428991,-12708.709850256797,-0.44676074463430665,-0.2587564341084372,-26.824595290695754
1995-02-01,0.0,-0.34185399930185056,-92.73621424605858,3.110318718545514,0.5408006504852807,-9943.495342088747,-0.3176130295169836,-0.1806942023393241,-16.802964496613015
1995-03-01,0.0,-0.30737494681479927,-158.60845976325118,-1.745116241558705,0.39756446478617136,-8979.736715814739,-0.20806165482547034,-0.06718244897745751,-11.009869977428025
1995-04-01,0.0,0.1232723850937143,-140.0356112367133,0.41966543967325265,0.01571255710548769,-564.993670012278,-0.10952121614275528,-0.03183132510224418,-5.0765188860382295
1995-05-01,0.0,-0.049328885114908516,-93.13524393063926,-2.3030936046453263,0.10788380551274201,18008.78643218847,-0.11470179579320072,-0.0034924335779571436,5.052602881285225
1995-06-01,0.0,-0.0246726842199525,-126.93741085220086,0.5785869676990387,0.08740726772916219,12650.009348700929,-0.1014509749978299,0.15179115887370553,7.396265260387395
1995-07-01,0.0,0.09777789155249295,51.58604451888732,2.2581269324227122,-0.47195542590245054,16605.825345918653,-0.03754339817555774,0.173373513174091,15.300127917734244
1995-08-01,0.0,0.11857516640396781,4.542614584691364,4.028584448387221,0.21300272541832044,465.4784343917854,-0.014198520069199971,0.11143040075776867,5.355166818847351
1995-09-01,0.0,0.03821035335379541,-44.99244953054699,-3.318393654878747,0.23798369463301583,5457.83398382907,-0.1199502754617448,0.1382624361946021,17.79275872820574
1995-10-01,0.0,-0.04289944405770374,-47.94673583670101,-2.0936784131267103,-0.16294367202016247,14461.4664399178,-0.15708412408240569,0.10230706473871631,4.491079915401883
1995-11-01,0.0,0.07563899623894166,31.780287937312323,-4.2060668660738685,-0.2523592681122011,19751.539102105366,-0.04942339317715572,0.1486182161723406,17.686998187541917
1995-12-01,0.0,0.09424570846574198,7.319120772474889,-1.5630475044292638,-0.2895411474190439,7844.176853314391,-0.11230192806659073,0.17225420134360858,17.30469893850352
1996-01-01,0.0,0.11329345247205769,39.78039896980681,-3.469480027110663,-1.0077096391740952,17243.159864528454,0.04057255364466722,0.20346615900125964,26.187305864078326
1996-02-01,0.0,0.033096084539455894,60.27018437984543,-4.529247228345582,-0.25670410939359556,21197.365696197667,0.2794672849617995,0.21739756901819351,19.117017359939837
1996-03-01,0.0,0.053896652541707724,-10.130323896228902,0.3559365226553979,-0.6706341055693912,31344.894933856616,0.10567176009157853,0.1681123639655513,12.409835654034055
1996-04-01,0.0,0.17591751929974997,78.62240437752689,-1.0128123638005775,-0.2745487351248954,5460.5998094801325,0.05091552480239436,0.09051262890786616,8.969668354082273
1996-05-01,0.0,0.19934736222667926,63.578230889491124,-4.734599937733009,-0.0675779591675223,-7800.258004290634,0.13803091118141086,-0.02663925335244044,11.432779225209174
1996-06-01,0.0,-0.07573508971397036,23.737878325306156,-2.207899241434035,0.14261985415474498,-8435.829709695478,0.11161496590932762,-0.09247729724584142,0.0297405405998461
1996-07-01,0.0,0.15062430033994634,26.062332976308426,-0.42822419223463726,-0.21807142708154004,-11839.391347721627,0.0937975139664029,-0.08549982005041556,-44.04598917529506
1996-08-01,0.0,-0.22157299631835503,108.4977449598814,-0.3897087704399098,-0.21575707220868878,-15148.946565787483,0.10800225734283847,-0.026147340733463587,-45.94099684133164
1996-09-01,0.0,-0.0924196485833697,23.973975435297916,-1.5862193162348177,-0.1362060559171141,-2245.0993917193264,0.10468518367351592,-0.046534213602028585,-25.104235652662396
1996-10-01,0.0,-0.061869842226900396,-61.646925528768634,-0.4113786018228751,-0.5195525047271161,-3998.985761739721,0.13450750645520482,-0.018212996329739495,-22.236097048602005
1996-11-01,0.0,0.17017999925961558,32.482108401705545,1.6421819876649977,-0.2344454163740437,-4580.338424951711,0.024533910466409237,0.03488613872868229,13.888812893661566
1996-12-01,0.0,0.20387212103613006,-89.75332711079932,-1.3179118212760272,-0.16640906827784363,14543.609235642594,0.05361833295689267,0.04531102343942117,-18.54026317052967
1997-01-01,0.0,0.1392424057630599,-108.48793772155454,-1.4850606658930445,-0.477421209473178,2058.486548556655,0.11664221184100071,-0.02588713759023409,10.227305265483096
1997-02-01,0.0,0.07619931602517482,18.199666743612624,0.14815851145512227,0.008544416672933153,-14209.166913468274,0.08104176247905903,-0.020576778349755243,-2.236266068565783
1997-03-01,0.0,0.11456428790364015,-15.701318580050156,-0.20990306867413722,0.06031245504939875,-13634.098131784063,0.048384559500621815,-0.056394614520502095,-53.50529022748333
1997-04-01,0.0,0.05411113290710379,13.786926650990836,0.5490132152068838,-0.2982977897153205,-4182.1733584217145,0.030442709846771998,-0.09706452408159882,-27.27249461150268
1997-05-01,0.0,-0.1054579401357234,-42.34796389561916,1.7332971740037948,-0.31400470827719573,-5610.737534079701,0.04589473994030113,-0.06310311741660035,1.3226706113163118
1997-06-01,0.0,0.03552545814579844,2.873026618609174,2.450995485362725,-0.4038402551735629,-2224.521741107572,0.029993906630419342,-0.03763163919417756,19.557886031265184
1997-07-01,0.0,-0.02320437166510203,-61.5446174904007,4.509071516196016,-0.17604013199914448,-5874.75035089592,-0.01955686246777094,-0.04960635350907605,69.90000801090935
1997-08-01,0.0,-0.08193533239654283,-116.59720754836121,1.312956761237686,0.17791235981080433,5588.742591252725,0.030684189826764907,-0.07339290511444574,-3.9063527386114174
1997-09-01,0.0,0.0590591758556549,30.75741050494662,2.4652645455241213,0.475543943903574,-7930.205240994808,0.018110437673497237,-0.10527398674054367,24.81982952789849
1997-10-01,0.0,-0.100443037421587,-4.3657360155402785,1.6677875961159287,0.762470148701567,-11831.249138091167,-0.03083465831748078,-0.0883911824566943,-27.018251411403412
1997-11-01,0.0,-0.16070107472625317,-23.870843176449853,2.9207778497327865,0.9818092876622728,-5959.088012213528,-0.10695560879627453,-0.11087078514101312,-5.5025796991592415
1997-12-01,0.0,-0.021911261657936443,22.340621540599386,-2.476555124153222,0.9134031304002264,-6101.026244827604,-0.1570693987832867,-0.16447792687666363,-9.798533832595808
1998-01-01,0.0,-0.08416948564452742,-28.617890069024952,1.773172757774077,0.8670798157252051,3009.3562126088655,-0.04588071149796763,-0.05947121606886441,-19.307799290378853
1998-02-01,0.0,-0.047557939575377794,20.35311090158143,5.368893425783398,0.5993966054904973,1942.292550040991,-0.06049739086580466,-0.062073979696581905,30.39376468090927
1998-03-01,0.0,0.08789378958868799,-6.62900045938386,1.3084305771697728,0.23456883666457884,-933.8648902189452,-0.11678116783437177,-0.10617200308626096,63.49273242018012
1998-04-01,0.0,-0.2778141614009222,-43.45956975803642,3.3862523508372107,0.13873722333750038,-3801.977698702365,-0.11616999756967122,-0.12128144825936826,54.25635257357544
1998-05-01,0.0,-0.14473658941129308,-57.02979947520544,1.0960091165789123,0.3195958740763416,-2444.3238003845327,-0.11877605593922824,-0.2066873897286048,14.152303134161684
1998-06-01,0.0,-0.012754657458639684,38.79627013937693,0.12923483646858358,-0.5635478133164185,25559.195115820738,-0.19106953457165654,-0.25242275113569224,38.014498359018035
1998-07-01,0.0,0.018340931809203376,87.19024246065032,-0.32322153311794466,-1.2555861884596595,21830.20506337477,-0.1551433597575777,-0.24118348429597813,5.647865714203135
1998-08-01,0.0,0.04876744740531347,-4.700526805281925,-1.170591807577651,0.1324406164111025,2774.357558791642,-0.0768498272072933,-0.16576751706508897,-177.0565631144484
1998-09-01,0.0,0.17873069526039043,-43.783175853854345,-4.7219057888492415,-0.2705227895718423,-4416.339759579219,-0.0021650472520362563,0.27734679354786307,-136.8410470993606
1998-10-01,0.0,0.10840600165050596,83.03809494875281,-8.285461658991636,-0.034214572661397824,3648.3867731376085,0.3028097407458054,0.6138409722882123,-74.86721415788566
1998-11-01,0.0,0.03785698616719557,22.886449721268036,-3.0666064089457876,-0.44900382236697567,10561.571034167311,0.15966774695568306,0.4408101240054023,-29.651352099813266
1998-12-01,0.0,0.06707951465096418,150.83315377307667,-5.365508616115662,-0.4011382440900775,12113.96665900189,0.018975604884919214,0.4842240761469423,16.307258117665924
1999-01-01,0.0,-0.003954207674034649,103.93516838249002,-2.0804202288996265,-0.36558491584312947,23889.72630123736,-0.004197429172279998,0.44517473470410707,47.357823687110795
1999-02-01,0.0,0.12468609971969613,24.155184106711204,1.993760247189016,-0.16966020423608086,765.431385307631,0.02090893492286891,0.24975097828861248,-12.860835547743136
1999-03-01,0.0,-0.047066811260554786,63.3909320227026,-0.5365654307199605,-0.3007519853064764,3552.7322567083756,0.08797211039033727,0.1448764115692618,16.860843413910743
1999-04-01,0.0,0.08064188248018045,-93.47495378263875,-1.766241605651345,-0.422542097464202,10762.800866319507,0.12718026179576752,0.12485234972133075,48.090193040408394
1999-05-01,0.0,0.00769642079390831,-34.599458554930834,0.31022273276435897,-0.18082440912836262,5204.588707360439,0.21646457404822744,0.001823302621777767,-1.9560801176723999
1999-06-01,0.0,0.13393064235608243,-85.08114569367763,0.6994224959001656,-0.559528699907105,-1219.679477490834,0.22532018104804086,-0.07463437114809146,53.18906962740812
1999-07-01,0.0,0.15917357557916123,27.003046063213787,-0.6922412940788689,-0.3440717341528625,3738.9681865014136,0.19526954632545834,-0.04245062855454451,-5.436387338099166
1999-08-01,0.0,0.08317054222413134,8.629353693895382,-2.258804754067654,-0.2724205707806391,-2819.7341262535774,0.2332137888170561,0.00800204242893976,-27.217616374585532
1999-09-01,0.0,0.10556738056724235,-1.2428627272697668,0.40612864984778696,-0.9088272238715405,-3698.3890964629827,0.2398497329107055,0.07134521793926263,-77.14661459254239
