date,actual,logit_prob,xgb_prob
2005-07-01,0.0,0.000978297251355561,0.00071442244
2005-08-01,0.0,0.002282873756069056,0.0022937495
2005-09-01,0.0,0.017601240966009655,0.0007688078
2005-10-01,0.0,0.25332039268895046,0.025788637
2005-11-01,0.0,0.4618752403542899,0.070261836
2005-12-01,0.0,0.07823598920435225,0.0041187606
2006-01-01,0.0,0.03996780196230732,0.032138314
2006-02-01,0.0,0.0017992364921795361,0.0004959409
2006-03-01,0.0,0.010051202509236147,0.0005709409
2006-04-01,0.0,0.0029481780084058165,0.0011288363
2006-05-01,0.0,0.0290213804424701,0.0055975695
2006-06-01,0.0,0.20922068906086627,0.06641136
2006-07-01,0.0,0.08579994060020969,0.007770912
2006-08-01,0.0,0.053371726253329935,0.0018817873
2006-09-01,0.0,0.08284539328261814,0.0017469781
2006-10-01,0.0,0.024956854479164587,0.0004936015
2006-11-01,0.0,0.009723231457003326,0.00062753516
2006-12-01,0.0,0.00463137667792651,0.0010187426
2007-01-01,0.0,0.003899068817697763,0.0008184369
2007-02-01,0.0,0.0019768965516656846,0.0017940626
2007-03-01,0.0,0.0023640001786142655,0.0023206628
2007-04-01,0.0,0.0008387961033694235,0.0014165301
2007-05-01,0.0,0.002197305145937872,0.0017562346
2007-06-01,0.0,0.0010243233085518487,0.0014933455
2007-07-01,0.0,0.00397452238414101,0.001363765
2007-08-01,0.0,0.0013131392042372272,0.002003726
2007-09-01,0.0,0.007170550294953829,0.0015702321
2007-10-01,0.0,0.02944529390236329,0.031835854
2007-11-01,0.0,0.03343506476890979,0.0057998123
2007-12-01,0.0,0.07774285592530054,0.0037233867
2008-01-01,1.0,0.18849718040572086,0.17648336
2008-02-01,1.0,0.029328847105799912,0.044020295
2008-03-01,1.0,0.14799011945960164,0.23214187
2008-04-01,1.0,0.5221810608053358,0.8754199
2008-05-01,1.0,0.6422718988070866,0.38825762
2008-06-01,1.0,0.969013609143293,0.93347543
2008-07-01,1.0,0.9802958254582489,0.94446343
2008-08-01,1.0,0.9557870909821798,0.78152144
2008-09-01,1.0,0.9861839772001599,0.95192796
2008-10-01,1.0,0.6027970657266735,0.8077928
2008-11-01,1.0,0.44292370303349,0.31122217
2008-12-01,1.0,0.43840349923329425,0.76294184
2009-01-01,1.0,0.159367196004792,0.50375414
2009-02-01,1.0,0.7727365501670607,0.85491204
2009-03-01,1.0,0.808114833939828,0.66689855
2009-04-01,1.0,0.0594388756765515,0.5587705
2009-05-01,1.0,0.6907799258713829,0.056797
2009-06-01,1.0,0.08138612212102288,0.0051310943
2009-07-01,0.0,0.0004736722068822302,0.01534824
2009-08-01,0.0,1.7196337816487107e-05,0.0014575162
2009-09-01,0.0,2.952488369228195e-07,0.0011292757
2009-10-01,0.0,1.7155422852371547e-08,0.0008941239
2009-11-01,0.0,4.39650080874362e-06,0.029303584
2009-12-01,0.0,4.7301779539225485e-06,0.0041975137
2010-01-01,0.0,1.69715028306807e-06,0.0029042042
2010-02-01,0.0,6.744760077657017e-06,0.0033822977
2010-03-01,0.0,3.8605216021249114e-05,0.001985182
2010-04-01,0.0,4.2258427367400265e-05,0.0006778945
2010-05-01,0.0,3.4373441247097364e-05,0.005497822
2010-06-01,0.0,0.0002647337902565606,0.004180751
2010-07-01,0.0,0.0018833239320821783,0.0032808941
2010-08-01,0.0,0.019383485740003405,0.0059173065
2010-09-01,0.0,0.020887517972203548,0.014288448
2010-10-01,0.0,0.06516892091631661,0.0052319183
2010-11-01,0.0,0.1376824740537159,0.31747517
2010-12-01,0.0,0.19699073289254374,0.024397058
2011-01-01,0.0,0.04130758380174331,0.009898064
2011-02-01,0.0,0.033335275485367556,0.011063747
2011-03-01,0.0,0.035006348631432004,0.02666306
2011-04-01,0.0,0.0518683823577402,0.002682335
2011-05-01,0.0,0.15062950777593195,0.63938975
2011-06-01,0.0,0.1584790929015531,0.972039
2011-07-01,0.0,0.7206928859869466,0.90997666
2011-08-01,0.0,0.6429225212625513,0.86870444
2011-09-01,0.0,0.6003601614021388,0.27984598
2011-10-01,0.0,0.5219529374151087,0.6912305
2011-11-01,0.0,0.02222696458313967,0.0015429601
2011-12-01,0.0,0.0035726564065384435,0.00080948975
2012-01-01,0.0,0.0017079711471436965,0.00051036396
2012-02-01,0.0,0.0014276956228922383,0.00058993173
2012-03-01,0.0,0.0027762402133353703,0.00090310775
2012-04-01,0.0,0.0029350200232066753,0.0014762966
2012-05-01,0.0,0.004978944709684624,0.0013460976
2012-06-01,0.0,0.0040387295046077736,0.015501313
2012-07-01,0.0,0.1407122369915826,0.35706648
2012-08-01,0.0,0.6016077977362299,0.38602713
2012-09-01,0.0,0.2616695592504855,0.154197
2012-10-01,0.0,0.05218865581433702,0.0027647323
2012-11-01,0.0,0.025654530187089193,0.022287708
2012-12-01,0.0,0.024593789848634667,0.027212929
2013-01-01,0.0,0.03880143744392328,0.012047784
