,recession_indicator,cli_equal,cli_pca,cli_weighted,recession_prob_cli_equal,recession_prob_cli_weighted,recession_prob_multi
2010-07-01,0.0,-0.0254798980951448,-0.2651283988238356,0.0073051494642112,0.48488647279173835,0.47360634676945623,0.008205635174465105
2010-08-01,0.0,-0.1500506593713327,0.2059689198620454,-0.1711160616527791,0.5140184627780291,0.5131964098162065,0.07061572958453775
2010-09-01,0.0,-0.1305397808017294,0.2040708439929662,-0.1584676742722106,0.5094569188576568,0.5103894579732967,0.07701238856486779
2010-10-01,0.0,0.0773597413441953,0.5714668203188503,0.0193647379422378,0.4609050240111135,0.47093680736345295,0.21074042546287752
2010-11-01,0.0,0.0377044297969981,1.1445852217049652,-0.0520515750416761,0.47013703063998025,0.4867647957200966,0.3501383440110229
2010-12-01,0.0,0.2476988452783054,1.2679317191367645,0.2494272278192068,0.4216298260132758,0.4204998926537963,0.45565341038847446
2011-01-01,0.0,0.502211981161639,0.357871705376055,0.61814098337635,0.36488247281862557,0.3433936943956863,0.15653348558812769
2011-02-01,0.0,0.6259562443003341,-0.1860227166988131,0.7222292229558203,0.3384918071356906,0.3228606111369517,0.1753859290193809
2011-03-01,0.0,0.6565082932829698,-0.1612582530347884,0.8913941272773246,0.3321204615850407,0.2909229167977579,0.15501693397993657
2011-04-01,0.0,0.2588509755430657,-0.2135860096562881,0.3470624367551296,0.4190872523777727,0.39952621912115266,0.1911858152611747
2011-05-01,0.0,0.2752966140768531,-0.1983735443388922,0.4020143676894226,0.4153456762705766,0.3878765230103683,0.4443035549368463
2011-06-01,0.0,0.3037291962911629,-0.3509921271213176,0.4670402946382401,0.4089001253116413,0.3742558528838477,0.5027222587983293
2011-07-01,0.0,0.1275259887969617,0.0374099358980589,0.2601042136012972,0.44926510545423154,0.41819080654841323,0.9341494526327454
2011-08-01,0.0,-0.1641113365964867,0.367317274097284,-0.143617134599685,0.5173043739728553,0.5070929774488717,0.8927774578573918
2011-09-01,0.0,-0.7689151992500948,1.1785341428036442,-0.8895520263902003,0.6536588243629835,0.6661672672586344,0.8492891752421263
2011-10-01,0.0,-0.6431181594435488,1.6158479068924072,-0.7781801222238413,0.6265519254281636,0.6438197926825191,0.8292490372360855
2011-11-01,0.0,-0.373734168885922,1.1199142041928485,-0.5130973160460415,0.5659607116883723,0.5882025934309794,0.09018607853538527
2011-12-01,0.0,-0.0745635680704701,0.6068395890587553,-0.2378698579524537,0.49636385059934807,0.5279925757364246,0.01700863886869114
2012-01-01,0.0,0.0014589738334033,0.5047390052970818,-0.1183285224813243,0.4785932736564445,0.5014782182867027,0.007103480321614755
2012-02-01,0.0,0.1865854116977429,0.0191497390335444,0.1194962992255446,0.4356335378236264,0.4488497785103468,0.0061048502480982834
2012-03-01,0.0,0.3070455553005285,0.1126632133570911,0.2967998263184515,0.4081503105338906,0.41028261790495174,0.012757673741975971
2012-04-01,0.0,0.3317185582648831,-0.0946577860543792,0.3484647727769376,0.4025854815333031,0.3992274473073921,0.014505025088326724
2012-05-01,0.0,0.3943569732280252,0.1359381809172025,0.3735179320180334,0.38857297198287805,0.3939026272453345,0.02162713662797535
2012-06-01,0.0,0.2293011773585838,0.6700949994129011,0.2341725858981512,0.42583334497735326,0.42380499890925005,0.015573269267015933
2012-07-01,0.0,-0.1855880888254251,0.8366207927995507,-0.261428809999133,0.5223204020913108,0.5332041036858546,0.4508660253795334
2012-08-01,0.0,-0.3592783516519188,1.003236928446708,-0.3837234910056254,0.5626350623780826,0.5601158567999088,0.8872655277107396
2012-09-01,0.0,-0.1745898230016365,0.7892902729623333,-0.1639583559214984,0.5197521876718878,0.5116080503482953,0.6488080226326263
2012-10-01,0.0,-0.0367586317410297,-0.1869951929537048,-0.0459588199941945,0.48752284095221377,0.4854129729580449,0.3014343032904621
2012-11-01,0.0,0.242060695175898,-0.6683037038003941,0.3335659704524837,0.4229168596176252,0.4024054745112649,0.17258849081441668
2012-12-01,0.0,0.0670769315138366,-0.2942711589794328,0.2136915345605251,0.46329661012177653,0.42825316290666965,0.15072315559609398
2013-01-01,0.0,-0.0660513357715122,-0.0123561583107829,-0.1523151714226848,0.4943727963977698,0.5090238361240625,0.22214517362325895
2013-02-01,0.0,0.0359816278607615,0.3278729751354461,0.0142148091115827,0.4705386194870292,0.4720766135042285,0.21452114182576473
2013-03-01,0.0,0.0783954970787507,-0.2508345237470086,0.0074484193731228,0.46066422481437846,0.47357462303656367,0.07811602897508292
2013-04-01,0.0,0.0144560285404406,-0.5337177632679595,-0.0993795153781496,0.47555933204885975,0.4972707018075314,0.19840012738274307
2013-05-01,0.0,-0.4742369891389432,-0.1734436632744036,-0.436931515333059,0.5889025120383408,0.5717245476572854,0.45664816066608127
2013-06-01,0.0,-0.1465651292614013,-0.9215385949972684,-0.090385954577737,0.5132037130040825,0.4952738328450174,0.18032339705087572
2013-07-01,0.0,-0.2976476023102465,-0.0047586687832074,-0.2207600801500797,0.548396818976966,0.5242037900525999,0.2628249961616263
2013-08-01,0.0,-0.0761535826566652,-0.3697908167115874,-0.0091042154677903,0.49673577773638417,0.47724115862861305,0.1944952874447478
2013-09-01,0.0,-0.2251746826185919,-0.1475809313986987,-0.1785696063646896,0.5315535701350569,0.5148501349194301,0.171502069616133
2013-10-01,0.0,-0.4768104979506737,0.361123310755395,-0.4176172136010271,0.5894853638693874,0.5675190668032001,0.5246628292461416
2013-11-01,0.0,-0.4819423331509186,0.2373573748238726,-0.5624783673393309,0.5906468777766402,0.5987836076544106,0.38101214538799927
2013-12-01,0.0,-0.0543826811723536,-0.3074464600720049,-0.2639729104067976,0.4916437417357303,0.533766476855853,0.13987486082546693
2014-01-01,0.0,0.0853482846286472,-0.6059531410011879,0.0601778019344846,0.4590482764951315,0.46191554771693677,0.07144251823266241
2014-02-01,0.0,-0.2935675642437537,-0.2965429059163276,-0.2298019164146663,0.547451162708013,0.5262063873800498,0.038006846348889914
2014-03-01,0.0,-0.2881009084727392,-0.4928566648276941,-0.2565668754519847,0.546183585297977,0.5321291399281669,0.15371995191216084
2014-04-01,0.0,-0.2024154207533189,-0.2304104809501582,-0.1749994870622533,0.5262474375396573,0.5140580674758466,0.3000082610236135
2014-05-01,0.0,0.197313774070921,-0.6247471663431116,0.2029086933129887,0.43316710542292364,0.43059974287777497,0.03233754564239043
2014-06-01,0.0,0.2164967602783106,-0.2866285006054975,0.2066812264072053,0.4287652897141923,0.4297783977236163,0.013486837941735557
2014-07-01,0.0,0.1237494303798623,-0.0838799431237015,0.1726780436264213,0.4501395984907933,0.43719490378916936,0.004143827919640719
2014-08-01,0.0,0.2029094951401992,-0.7122589212339606,0.1113875562359728,0.43188196352345215,0.4506320968572868,0.0009938107978458084
